pais,año,indice_quiebras_eurostat
Belgium,2018,-6.5
Belgium,2019,2.0
Belgium,2020,-32.6
Belgium,2021,-23.6
Belgium,2022,54.4
Belgium,2023,22.7
Belgium,2024,-1.7
Belgium,2025,2.4
Bulgaria,2015,10.3
Bulgaria,2016,-28.0
Bulgaria,2017,21.3
Bulgaria,2018,-10.6
Bulgaria,2019,-21.4
Bulgaria,2020,-20.6
Bulgaria,2021,-6.9
Bulgaria,2022,54.4
Bulgaria,2023,-25.7
Bulgaria,2024,-46.1
Bulgaria,2025,-21.5
Cyprus,2016,-11.1
Cyprus,2017,12.5
Cyprus,2018,-66.7
Cyprus,2021,-80.0
Cyprus,2022,100.0
Cyprus,2023,0.0
Cyprus,2024,-50.0
Cyprus,2025,100.0
Czechia,2022,-14.3
Czechia,2023,-9.6
Czechia,2024,-4.1
Czechia,2025,12.1
Germany,2015,1.7
Germany,2016,-2.1
Germany,2017,-10.8
Germany,2018,8.9
Germany,2019,-5.2
Germany,2020,-17.7
Germany,2021,-22.3
Germany,2022,-10.4
Germany,2023,32.9
Germany,2024,22.6
Germany,2025,27.5
Denmark,2015,11.7
Denmark,2016,29.5
Denmark,2017,2.9
Denmark,2018,26.4
Denmark,2019,6.0
Denmark,2020,-16.8
Denmark,2021,19.6
Denmark,2022,2.1
Denmark,2023,-2.5
Denmark,2024,-8.6
Denmark,2025,-6.7
Euro area - 19 countries  (2015-2022),2015,5.8
Euro area - 19 countries  (2015-2022),2016,-6.4
Euro area - 19 countries  (2015-2022),2017,-5.6
Euro area - 19 countries  (2015-2022),2018,-0.1
Euro area - 19 countries  (2015-2022),2019,-3.6
Euro area - 19 countries  (2015-2022),2020,-20.3
Euro area - 19 countries  (2015-2022),2021,-10.9
Euro area - 19 countries  (2015-2022),2022,22.2
Euro area - 19 countries  (2015-2022),2023,22.3
Euro area – 20 countries (2023-2025),2015,5.8
Euro area – 20 countries (2023-2025),2016,-5.2
Euro area – 20 countries (2023-2025),2017,-5.7
Euro area – 20 countries (2023-2025),2018,-0.3
Euro area – 20 countries (2023-2025),2019,-3.6
Euro area – 20 countries (2023-2025),2020,-20.3
Euro area – 20 countries (2023-2025),2021,-10.5
Euro area – 20 countries (2023-2025),2022,32.4
Euro area – 20 countries (2023-2025),2023,33.9
Euro area – 20 countries (2023-2025),2024,19.7
Euro area – 20 countries (2023-2025),2025,44.7
Euro area – 21 countries (from 2026),2015,5.9
Euro area – 21 countries (from 2026),2016,-5.7
Euro area – 21 countries (from 2026),2017,-5.2
Euro area – 21 countries (from 2026),2018,-0.5
Euro area – 21 countries (from 2026),2019,-3.9
Euro area – 21 countries (from 2026),2020,-20.3
Euro area – 21 countries (from 2026),2021,-10.4
Euro area – 21 countries (from 2026),2022,32.7
Euro area – 21 countries (from 2026),2023,32.9
Euro area – 21 countries (from 2026),2024,19.0
Euro area – 21 countries (from 2026),2025,44.4
Estonia,2015,0.0
Estonia,2016,-28.6
Estonia,2017,40.1
Estonia,2018,0.0
Estonia,2019,57.2
Estonia,2020,9.0
Estonia,2021,16.7
Estonia,2022,-64.3
Estonia,2023,40.1
Estonia,2024,28.6
Estonia,2025,11.0
Greece,2022,
Greece,2023,
Greece,2024,
Greece,2025,170.5
Spain,2015,-20.7
Spain,2016,-11.0
Spain,2017,-13.1
Spain,2018,12.8
Spain,2019,23.9
Spain,2020,38.2
Spain,2021,136.4
Spain,2022,12.6
Spain,2023,-12.4
Spain,2024,30.0
Spain,2025,10.4
European Union - 27 countries (from 2020),2015,-0.5
European Union - 27 countries (from 2020),2016,-7.7
European Union - 27 countries (from 2020),2017,-5.9
European Union - 27 countries (from 2020),2018,-0.1
European Union - 27 countries (from 2020),2019,-4.2
European Union - 27 countries (from 2020),2020,-17.5
European Union - 27 countries (from 2020),2021,-9.6
European Union - 27 countries (from 2020),2022,25.6
European Union - 27 countries (from 2020),2023,35.0
European Union - 27 countries (from 2020),2024,15.3
European Union - 27 countries (from 2020),2025,40.8
Finland,2021,2.8
Finland,2022,16.1
Finland,2023,32.9
Finland,2024,2.6
Finland,2025,15.0
France,2015,8.0
France,2016,-8.0
France,2017,-5.7
France,2018,-0.1
France,2019,-6.4
France,2020,-38.3
France,2021,-38.2
France,2022,105.6
France,2023,45.6
France,2024,9.8
France,2025,9.1
Croatia,2016,595.1
Croatia,2017,-13.5
Croatia,2018,-14.8
Croatia,2019,-11.6
Croatia,2020,-18.4
Croatia,2021,32.6
Croatia,2022,-14.7
Croatia,2023,-20.6
Croatia,2024,13.4
Croatia,2025,-28.9
Hungary,2016,
Hungary,2017,
Hungary,2018,
Hungary,2019,
Hungary,2020,
Hungary,2021,
Hungary,2022,59.8
Hungary,2023,160.0
Hungary,2024,-26.6
Hungary,2025,-12.9
Iceland,2015,-40.5
Iceland,2016,48.8
Iceland,2017,-19.7
Iceland,2018,32.6
Iceland,2019,9.3
Iceland,2020,37.9
Iceland,2021,-25.5
Iceland,2022,-50.7
Iceland,2023,166.7
Iceland,2024,-16.7
Iceland,2025,-3.7
Italy,2015,8.7
Italy,2016,-4.1
Italy,2017,-6.4
Italy,2018,0.8
Italy,2019,10.4
Italy,2020,-30.1
Italy,2021,28.7
Italy,2022,-11.0
Italy,2023,8.1
Italy,2024,19.9
Italy,2025,-3.6
Lithuania,2015,15.2
Lithuania,2016,29.8
Lithuania,2017,6.4
Lithuania,2018,-28.7
Lithuania,2019,-30.3
Lithuania,2020,-34.3
Lithuania,2021,-10.8
Lithuania,2022,117.2
Lithuania,2023,-23.8
Lithuania,2024,-31.2
Lithuania,2025,43.9
Luxembourg,2015,0.8
Luxembourg,2016,-8.2
Luxembourg,2017,-2.7
Luxembourg,2018,6.4
Luxembourg,2019,12.9
Luxembourg,2020,-35.1
Luxembourg,2021,-20.0
Luxembourg,2022,66.2
Luxembourg,2023,-8.8
Luxembourg,2024,8.7
Luxembourg,2025,7.2
Latvia,2016,-4.0
Latvia,2017,-12.5
Latvia,2018,-16.6
Latvia,2019,51.4
Latvia,2020,-30.2
Latvia,2021,-21.6
Latvia,2022,34.5
Latvia,2023,-18.0
Latvia,2024,-15.6
Latvia,2025,11.1
Montenegro,2022,39.5
Montenegro,2023,-55.8
Montenegro,2024,37.8
Montenegro,2025,
North Macedonia,2021,-10.7
North Macedonia,2022,-44.0
North Macedonia,2023,57.1
North Macedonia,2024,22.7
North Macedonia,2025,-29.6
Netherlands,2015,-19.7
Netherlands,2016,-6.5
Netherlands,2017,-9.1
Netherlands,2018,3.1
Netherlands,2019,-5.2
Netherlands,2020,12.6
Netherlands,2021,-61.2
Netherlands,2022,20.7
Netherlands,2023,99.3
Netherlands,2024,41.2
Netherlands,2025,-8.0
Norway,2016,24.3
Norway,2017,-9.3
Norway,2018,19.8
Norway,2019,1.6
Norway,2020,3.6
Norway,2021,-44.6
Norway,2022,36.2
Norway,2023,36.1
Norway,2024,-14.3
Norway,2025,-2.1
Poland,2015,-31.4
Poland,2016,-25.0
Poland,2017,-16.7
Poland,2018,6.7
Poland,2019,-6.3
Poland,2020,100.0
Poland,2021,-20.0
Poland,2022,-54.2
Poland,2023,100.2
Poland,2024,-50.1
Poland,2025,-18.1
Portugal,2015,157.3
Portugal,2016,-22.5
Portugal,2017,-12.8
Portugal,2018,-14.3
Portugal,2019,-19.0
Portugal,2020,61.8
Portugal,2021,-3.6
Portugal,2022,-26.7
Portugal,2023,-1.5
Portugal,2024,3.0
Portugal,2025,-1.5
Romania,2016,-49.8
Romania,2017,-0.6
Romania,2018,46.3
Romania,2019,19.5
Romania,2020,0.3
Romania,2021,12.2
Romania,2022,-48.1
Romania,2023,-15.2
Romania,2024,21.8
Romania,2025,5.6
Serbia,2022,
Serbia,2023,
Serbia,2024,
Serbia,2025,
Sweden,2022,2.8
Sweden,2023,15.0
Sweden,2024,35.4
Sweden,2025,3.9
Slovenia,2016,31.2
Slovenia,2017,9.6
Slovenia,2018,12.2
Slovenia,2019,-17.4
Slovenia,2020,1.6
Slovenia,2021,-2.3
Slovenia,2022,-28.3
Slovenia,2023,18.5
Slovenia,2024,-4.6
Slovenia,2025,15.5
Slovakia,2016,0.0
Slovakia,2017,245.8
Slovakia,2018,92.1
Slovakia,2019,-13.7
Slovakia,2020,-15.9
Slovakia,2021,-30.2
Slovakia,2022,-27.0
Slovakia,2023,44.4
Slovakia,2024,-20.5
Slovakia,2025,3.2
Ukraine,2022,-62.5
Ukraine,2023,166.7
Ukraine,2024,-50.0
Ukraine,2025,100.0
Kosovo*,2022,-20.0
Kosovo*,2023,6.9
Kosovo*,2024,44.6
Kosovo*,2025,-29.4
Belgium,2015,100.0
Belgium,2016,96.0
Belgium,2017,100.9
Belgium,2018,106.7
Belgium,2019,101.8
Belgium,2020,79.2
Belgium,2021,63.3
Belgium,2022,92.0
Belgium,2023,86.5
Bulgaria,2015,100.0
Bulgaria,2016,70.8
Bulgaria,2017,63.7
Bulgaria,2018,56.6
Bulgaria,2019,63.7
Bulgaria,2020,45.1
Bulgaria,2021,48.7
Bulgaria,2022,58.4
Bulgaria,2023,50.4
Cyprus,2015,100.0
Cyprus,2016,100.0
Cyprus,2017,0.0
Cyprus,2018,200.0
Cyprus,2019,0.0
Cyprus,2020,0.0
Cyprus,2021,100.0
Cyprus,2022,100.0
Cyprus,2023,100.0
Germany,2015,100.0
Germany,2016,94.9
Germany,2017,94.1
Germany,2018,99.7
Germany,2019,91.6
Germany,2020,73.8
Germany,2021,67.6
Germany,2022,72.5
Germany,2023,104.1
Denmark,2015,100.0
Denmark,2016,201.7
Denmark,2017,250.9
Denmark,2018,261.8
Denmark,2019,331.8
Denmark,2020,160.7
Denmark,2021,303.5
Denmark,2022,274.0
Denmark,2023,217.9
Euro area - 19 countries  (2015-2022),2015,100.0
Euro area - 19 countries  (2015-2022),2016,88.8
Euro area - 19 countries  (2015-2022),2017,90.8
Euro area - 19 countries  (2015-2022),2018,91.4
Euro area - 19 countries  (2015-2022),2019,93.3
Euro area - 19 countries  (2015-2022),2020,70.8
Euro area - 19 countries  (2015-2022),2021,67.4
Euro area - 19 countries  (2015-2022),2022,77.1
Euro area - 19 countries  (2015-2022),2023,93.8
Euro area – 20 countries (2023-2025),2015,100.0
Euro area – 20 countries (2023-2025),2016,93.6
Euro area – 20 countries (2023-2025),2017,94.4
Euro area – 20 countries (2023-2025),2018,93.1
Euro area – 20 countries (2023-2025),2019,94.4
Euro area – 20 countries (2023-2025),2020,71.6
Euro area – 20 countries (2023-2025),2021,68.6
Euro area – 20 countries (2023-2025),2022,78.5
Euro area – 20 countries (2023-2025),2023,94.6
Estonia,2015,100.0
Estonia,2016,400.0
Estonia,2017,0.0
Estonia,2018,400.0
Estonia,2019,500.0
Estonia,2020,600.0
Estonia,2021,300.0
Estonia,2022,200.0
Estonia,2023,400.0
Spain,2015,100.0
Spain,2016,75.6
Spain,2017,94.9
Spain,2018,85.2
Spain,2019,94.9
Spain,2020,91.5
Spain,2021,130.1
Spain,2022,169.9
Spain,2023,130.1
European Union - 27 countries (from 2020),2015,100.0
European Union - 27 countries (from 2020),2016,89.0
European Union - 27 countries (from 2020),2017,93.5
European Union - 27 countries (from 2020),2018,93.1
European Union - 27 countries (from 2020),2019,93.4
European Union - 27 countries (from 2020),2020,69.7
European Union - 27 countries (from 2020),2021,69.3
European Union - 27 countries (from 2020),2022,80.3
European Union - 27 countries (from 2020),2023,101.8
France,2015,100.0
France,2016,98.6
France,2017,96.7
France,2018,90.2
France,2019,89.3
France,2020,63.1
France,2021,58.8
France,2022,82.4
France,2023,119.9
Croatia,2015,100.0
Croatia,2016,575.0
Croatia,2017,470.8
Croatia,2018,269.4
Croatia,2019,211.1
Croatia,2020,155.6
Croatia,2021,188.9
Croatia,2022,220.8
Croatia,2023,172.2
Hungary,2015,
Hungary,2016,
Hungary,2017,
Hungary,2018,
Hungary,2019,
Hungary,2020,
Hungary,2021,33.5
Hungary,2022,74.0
Hungary,2023,272.8
Iceland,2015,100.0
Iceland,2016,210.7
Iceland,2017,167.9
Iceland,2018,210.7
Iceland,2019,157.1
Iceland,2020,153.6
Iceland,2021,203.6
Iceland,2022,100.0
Iceland,2023,378.6
Italy,2015,100.0
Italy,2016,75.6
Italy,2017,80.5
Italy,2018,70.4
Italy,2019,67.4
Italy,2020,44.7
Italy,2021,53.7
Italy,2022,40.3
Italy,2023,47.4
Lithuania,2015,100.0
Lithuania,2016,122.4
Lithuania,2017,136.7
Lithuania,2018,104.1
Lithuania,2019,81.6
Lithuania,2020,36.7
Lithuania,2021,24.5
Lithuania,2022,51.0
Lithuania,2023,42.9
Luxembourg,2015,100.0
Luxembourg,2016,79.2
Luxembourg,2017,67.9
Luxembourg,2018,79.2
Luxembourg,2019,105.7
Luxembourg,2020,75.5
Luxembourg,2021,100.0
Luxembourg,2022,71.7
Luxembourg,2023,56.6
Latvia,2015,100.0
Latvia,2016,141.2
Latvia,2017,141.2
Latvia,2018,105.9
Latvia,2019,105.9
Latvia,2020,105.9
Latvia,2021,64.7
Latvia,2022,47.1
Latvia,2023,58.8
Netherlands,2015,100.0
Netherlands,2016,68.0
Netherlands,2017,71.0
Netherlands,2018,68.4
Netherlands,2019,62.3
Netherlands,2020,37.7
Netherlands,2021,32.9
Netherlands,2022,32.9
Netherlands,2023,53.2
Norway,2015,100.0
Norway,2016,97.1
Norway,2017,103.9
Norway,2018,131.4
Norway,2019,122.5
Norway,2020,115.7
Norway,2021,105.9
Norway,2022,116.7
Norway,2023,149.0
Poland,2015,100.0
Poland,2016,57.1
Poland,2017,90.5
Poland,2018,95.2
Poland,2019,81.0
Poland,2020,57.1
Poland,2021,42.9
Poland,2022,81.0
Poland,2023,95.2
Portugal,2015,100.0
Portugal,2016,74.7
Portugal,2017,57.3
Portugal,2018,72.0
Portugal,2019,45.3
Portugal,2020,64.0
Portugal,2021,42.7
Portugal,2022,30.7
Portugal,2023,38.7
Romania,2015,100.0
Romania,2016,49.7
Romania,2017,49.7
Romania,2018,53.3
Romania,2019,58.6
Romania,2020,65.8
Romania,2021,93.5
Romania,2022,38.1
Romania,2023,39.9
Slovenia,2015,100.0
Slovenia,2016,103.4
Slovenia,2017,89.7
Slovenia,2018,134.5
Slovenia,2019,179.3
Slovenia,2020,113.8
Slovenia,2021,93.1
Slovenia,2022,106.9
Slovenia,2023,69.0
Slovakia,2015,100.0
Slovakia,2016,55.6
Slovakia,2017,155.6
Slovakia,2018,155.6
Slovakia,2019,288.9
Slovakia,2020,166.7
Slovakia,2021,111.1
Slovakia,2022,111.1
Slovakia,2023,111.1
Austria,2019,224.7
Austria,2020,130.9
Austria,2021,100.0
Austria,2022,208.6
Austria,2023,242.0
Austria,2024,306.2
Austria,2025,258.0
Belgium,2015,158.0
Belgium,2016,151.7
Belgium,2017,159.4
Belgium,2018,168.6
Belgium,2019,160.9
Belgium,2020,125.1
Belgium,2021,100.0
Belgium,2022,145.4
Belgium,2023,136.7
Belgium,2024,162.8
Belgium,2025,186.0
Bulgaria,2015,205.5
Bulgaria,2016,145.5
Bulgaria,2017,120.0
Bulgaria,2018,116.4
Bulgaria,2019,130.9
Bulgaria,2020,92.7
Bulgaria,2021,100.0
Bulgaria,2022,120.0
Bulgaria,2023,103.6
Bulgaria,2024,78.2
Bulgaria,2025,85.5
Cyprus,2015,100.0
Cyprus,2016,100.0
Cyprus,2017,0.0
Cyprus,2018,200.0
Cyprus,2019,0.0
Cyprus,2020,0.0
Cyprus,2021,100.0
Cyprus,2022,100.0
Cyprus,2023,100.0
Cyprus,2024,200.0
Cyprus,2025,200.0
Czechia,2021,100.0
Czechia,2022,108.3
Czechia,2023,116.7
Czechia,2024,158.3
Czechia,2025,186.1
Germany,2015,147.8
Germany,2016,140.2
Germany,2017,139.1
Germany,2018,147.4
Germany,2019,135.4
Germany,2020,109.1
Germany,2021,100.0
Germany,2022,107.2
Germany,2023,157.0
Germany,2024,187.0
Germany,2025,201.1
Denmark,2015,33.0
Denmark,2016,66.5
Denmark,2017,82.7
Denmark,2018,86.3
Denmark,2019,109.3
Denmark,2020,52.8
Denmark,2021,100.0
Denmark,2022,89.9
Denmark,2023,71.8
Denmark,2024,63.6
Denmark,2025,58.1
Euro area - 19 countries  (2015-2022),2015,179.6
Euro area - 19 countries  (2015-2022),2016,154.8
Euro area - 19 countries  (2015-2022),2017,158.3
Euro area - 19 countries  (2015-2022),2018,154.7
Euro area - 19 countries  (2015-2022),2019,151.3
Euro area - 19 countries  (2015-2022),2020,107.6
Euro area - 19 countries  (2015-2022),2021,100.0
Euro area - 19 countries  (2015-2022),2022,116.8
Euro area - 19 countries  (2015-2022),2023,146.9
Euro area – 20 countries (2023-2025),2015,177.5
Euro area – 20 countries (2023-2025),2016,157.4
Euro area – 20 countries (2023-2025),2017,159.9
Euro area – 20 countries (2023-2025),2018,154.6
Euro area – 20 countries (2023-2025),2019,150.6
Euro area – 20 countries (2023-2025),2020,107.2
Euro area – 20 countries (2023-2025),2021,100.0
Euro area – 20 countries (2023-2025),2022,123.9
Euro area – 20 countries (2023-2025),2023,162.6
Euro area – 20 countries (2023-2025),2024,199.1
Euro area – 20 countries (2023-2025),2025,206.9
Euro area – 21 countries (from 2026),2015,178.1
Euro area – 21 countries (from 2026),2016,157.2
Euro area – 21 countries (from 2026),2017,159.2
Euro area – 21 countries (from 2026),2018,153.8
Euro area – 21 countries (from 2026),2019,150.3
Euro area – 21 countries (from 2026),2020,107.0
Euro area – 21 countries (from 2026),2021,100.0
Euro area – 21 countries (from 2026),2022,123.8
Euro area – 21 countries (from 2026),2023,161.5
Euro area – 21 countries (from 2026),2024,196.9
Euro area – 21 countries (from 2026),2025,204.7
Estonia,2015,33.3
Estonia,2016,133.3
Estonia,2017,0.0
Estonia,2018,133.3
Estonia,2019,166.7
Estonia,2020,200.0
Estonia,2021,100.0
Estonia,2022,66.7
Estonia,2023,133.3
Estonia,2024,166.7
Estonia,2025,200.0
Greece,2021,
Greece,2022,
Greece,2023,
Greece,2024,
Greece,2025,
Spain,2015,76.9
Spain,2016,58.1
Spain,2017,72.9
Spain,2018,65.5
Spain,2019,72.9
Spain,2020,70.3
Spain,2021,100.0
Spain,2022,130.6
Spain,2023,96.1
Spain,2024,167.2
Spain,2025,145.9
European Union - 27 countries (from 2020),2015,186.1
European Union - 27 countries (from 2020),2016,151.0
European Union - 27 countries (from 2020),2017,161.3
European Union - 27 countries (from 2020),2018,159.3
European Union - 27 countries (from 2020),2019,149.4
European Union - 27 countries (from 2020),2020,108.1
European Union - 27 countries (from 2020),2021,100.0
European Union - 27 countries (from 2020),2022,131.3
European Union - 27 countries (from 2020),2023,189.7
European Union - 27 countries (from 2020),2024,201.5
European Union - 27 countries (from 2020),2025,204.4
Finland,2020,81.7
Finland,2021,100.0
Finland,2022,110.0
Finland,2023,119.2
Finland,2024,120.0
Finland,2025,125.0
France,2015,170.0
France,2016,167.7
France,2017,164.4
France,2018,153.4
France,2019,151.8
France,2020,107.3
France,2021,100.0
France,2022,140.0
France,2023,204.3
France,2024,237.6
France,2025,247.7
Croatia,2015,52.9
Croatia,2016,304.4
Croatia,2017,249.3
Croatia,2018,142.6
Croatia,2019,111.8
Croatia,2020,82.4
Croatia,2021,100.0
Croatia,2022,116.9
Croatia,2023,91.2
Croatia,2024,111.8
Croatia,2025,66.9
Hungary,2015,
Hungary,2016,
Hungary,2017,
Hungary,2018,
Hungary,2019,
Hungary,2020,
Hungary,2021,100.0
Hungary,2022,220.5
Hungary,2023,813.4
Hungary,2024,608.9
Hungary,2025,555.4
Iceland,2015,48.3
Iceland,2016,101.7
Iceland,2017,81.0
Iceland,2018,103.4
Iceland,2019,77.6
Iceland,2020,74.1
Iceland,2021,100.0
Iceland,2022,48.3
Iceland,2023,184.5
Iceland,2024,75.9
Iceland,2025,100.0
Italy,2015,186.2
Italy,2016,140.8
Italy,2017,150.0
Italy,2018,131.1
Italy,2019,125.5
Italy,2020,83.2
Italy,2021,100.0
Italy,2022,75.0
Italy,2023,88.3
Italy,2024,105.1
Italy,2025,120.4
Lithuania,2015,408.3
Lithuania,2016,500.0
Lithuania,2017,558.3
Lithuania,2018,425.0
Lithuania,2019,333.3
Lithuania,2020,150.0
Lithuania,2021,100.0
Lithuania,2022,208.3
Lithuania,2023,175.0
Lithuania,2024,241.7
Lithuania,2025,183.3
Luxembourg,2015,100.0
Luxembourg,2016,79.2
Luxembourg,2017,67.9
Luxembourg,2018,79.2
Luxembourg,2019,105.7
Luxembourg,2020,77.4
Luxembourg,2021,100.0
Luxembourg,2022,71.7
Luxembourg,2023,56.6
Luxembourg,2024,83.0
Luxembourg,2025,73.6
Latvia,2015,154.5
Latvia,2016,218.2
Latvia,2017,218.2
Latvia,2018,163.6
Latvia,2019,163.6
Latvia,2020,163.6
Latvia,2021,100.0
Latvia,2022,72.7
Latvia,2023,90.9
Latvia,2024,109.1
Latvia,2025,45.5
Montenegro,2021,100.0
Montenegro,2022,192.3
Montenegro,2023,46.2
Montenegro,2024,61.5
Montenegro,2025,
North Macedonia,2020,150.0
North Macedonia,2021,100.0
North Macedonia,2022,100.0
North Macedonia,2023,100.0
North Macedonia,2024,125.0
North Macedonia,2025,75.0
Malta,2015,0.0
Malta,2016,200.0
Malta,2017,0.0
Malta,2018,0.0
Malta,2019,200.0
Malta,2020,0.0
Malta,2021,100.0
Malta,2022,300.0
Malta,2023,0.0
Malta,2024,100.0
Malta,2025,0.0
Netherlands,2015,303.9
Netherlands,2016,206.6
Netherlands,2017,215.8
Netherlands,2018,207.9
Netherlands,2019,189.5
Netherlands,2020,114.5
Netherlands,2021,100.0
Netherlands,2022,100.0
Netherlands,2023,161.8
Netherlands,2024,219.7
Netherlands,2025,231.6
Norway,2015,94.4
Norway,2016,91.7
Norway,2017,98.1
Norway,2018,124.1
Norway,2019,115.7
Norway,2020,109.3
Norway,2021,100.0
Norway,2022,110.2
Norway,2023,140.7
Norway,2024,172.2
Norway,2025,170.4
Poland,2015,233.3
Poland,2016,133.3
Poland,2017,211.1
Poland,2018,222.2
Poland,2019,188.9
Poland,2020,133.3
Poland,2021,100.0
Poland,2022,188.9
Poland,2023,222.2
Poland,2024,166.7
Poland,2025,155.6
Portugal,2015,234.4
Portugal,2016,175.0
Portugal,2017,134.4
Portugal,2018,168.8
Portugal,2019,106.3
Portugal,2020,150.0
Portugal,2021,100.0
Portugal,2022,71.9
Portugal,2023,90.6
Portugal,2024,159.4
Portugal,2025,134.4
Romania,2015,107.0
Romania,2016,53.2
Romania,2017,53.2
Romania,2018,57.0
Romania,2019,62.7
Romania,2020,70.4
Romania,2021,100.0
Romania,2022,40.8
Romania,2023,42.7
Romania,2024,46.2
Romania,2025,38.5
Serbia,2021,
Serbia,2022,
Serbia,2023,
Serbia,2024,
Serbia,2025,
Sweden,2021,100.0
Sweden,2022,108.8
Sweden,2023,140.8
Sweden,2024,188.4
Sweden,2025,199.6
Slovenia,2015,107.4
Slovenia,2016,111.1
Slovenia,2017,96.3
Slovenia,2018,144.4
Slovenia,2019,192.6
Slovenia,2020,122.2
Slovenia,2021,100.0
Slovenia,2022,114.8
Slovenia,2023,74.1
Slovenia,2024,118.5
Slovenia,2025,81.5
Slovakia,2015,90.0
Slovakia,2016,50.0
Slovakia,2017,140.0
Slovakia,2018,140.0
Slovakia,2019,260.0
Slovakia,2020,150.0
Slovakia,2021,100.0
Slovakia,2022,100.0
Slovakia,2023,100.0
Slovakia,2024,160.0
Slovakia,2025,180.0
Ukraine,2021,100.0
Ukraine,2022,33.3
Ukraine,2023,222.2
Ukraine,2024,188.9
Ukraine,2025,133.3
Kosovo*,2021,100.0
Kosovo*,2022,58.3
Kosovo*,2023,58.3
Kosovo*,2024,58.3
Kosovo*,2025,25.0
Austria,2020,-41.7
Austria,2021,-23.6
Austria,2022,108.6
Austria,2023,16.0
Austria,2024,26.5
Austria,2025,-15.7
Belgium,2015,-17.4
Belgium,2016,-4.0
Belgium,2017,5.1
Belgium,2018,5.8
Belgium,2019,-4.6
Belgium,2020,-22.2
Belgium,2021,-20.1
Belgium,2022,45.4
Belgium,2023,-6.0
Belgium,2024,19.1
Belgium,2025,14.3
Bulgaria,2015,19.0
Bulgaria,2016,-29.2
Bulgaria,2017,-17.5
Bulgaria,2018,-3.0
Bulgaria,2019,12.5
Bulgaria,2020,-29.2
Bulgaria,2021,7.9
Bulgaria,2022,20.0
Bulgaria,2023,-13.7
Bulgaria,2024,-24.5
Bulgaria,2025,9.3
Cyprus,2016,0.0
Cyprus,2022,0.0
Cyprus,2023,0.0
Cyprus,2024,100.0
Cyprus,2025,0.0
Czechia,2022,8.3
Czechia,2023,7.8
Czechia,2024,35.6
Czechia,2025,17.6
Germany,2015,-11.1
Germany,2016,-5.1
Germany,2017,-0.8
Germany,2018,6.0
Germany,2019,-8.1
Germany,2020,-19.4
Germany,2021,-8.3
Germany,2022,7.2
Germany,2023,46.5
Germany,2024,19.1
Germany,2025,7.5
Denmark,2015,-6.3
Denmark,2016,101.5
Denmark,2017,24.4
Denmark,2018,4.4
Denmark,2019,26.7
Denmark,2020,-51.7
Denmark,2021,89.4
Denmark,2022,-10.1
Denmark,2023,-20.1
Denmark,2024,-11.4
Denmark,2025,-8.6
Euro area - 19 countries  (2015-2022),2015,-2.8
Euro area - 19 countries  (2015-2022),2016,-13.8
Euro area - 19 countries  (2015-2022),2017,2.3
Euro area - 19 countries  (2015-2022),2018,-2.3
Euro area - 19 countries  (2015-2022),2019,-2.2
Euro area - 19 countries  (2015-2022),2020,-28.9
Euro area - 19 countries  (2015-2022),2021,-7.1
Euro area - 19 countries  (2015-2022),2022,16.8
Euro area - 19 countries  (2015-2022),2023,25.8
Euro area – 20 countries (2023-2025),2015,-2.8
Euro area – 20 countries (2023-2025),2016,-11.3
Euro area – 20 countries (2023-2025),2017,1.6
Euro area – 20 countries (2023-2025),2018,-3.3
Euro area – 20 countries (2023-2025),2019,-2.6
Euro area – 20 countries (2023-2025),2020,-28.8
Euro area – 20 countries (2023-2025),2021,-6.7
Euro area – 20 countries (2023-2025),2022,23.9
Euro area – 20 countries (2023-2025),2023,31.2
Euro area – 20 countries (2023-2025),2024,22.4
Euro area – 20 countries (2023-2025),2025,3.9
